round,loss,accuracy,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
31,0.147428,0.99354,0.99354,0.99354,0.99354,0.16559,0.166667,0.166127,0.987121,0.99354,0.99032
32,0.166177,0.99354,0.99354,0.99354,0.99354,0.16559,0.166667,0.166127,0.987121,0.99354,0.99032
33,0.351901,0.99354,0.99354,0.99354,0.99354,0.16559,0.166667,0.166127,0.987121,0.99354,0.99032
34,0.576727,0.99354,0.99354,0.99354,0.99354,0.16559,0.166667,0.166127,0.987121,0.99354,0.99032
35,0.84239,0.662722,0.662722,0.662722,0.662722,0.166594,0.19828,0.134631,0.987747,0.662722,0.791962
36,1.752808,0.001604,0.001604,0.001604,0.001604,0.000267,0.166667,0.000534,3e-06,0.001604,5e-06
37,1.758566,0.001604,0.001604,0.001604,0.001604,0.000267,0.166667,0.000534,3e-06,0.001604,5e-06
38,1.836069,0.001604,0.001604,0.001604,0.001604,0.000267,0.166667,0.000534,3e-06,0.001604,5e-06
39,1.709404,0.001604,0.001604,0.001604,0.001604,0.000267,0.166667,0.000534,3e-06,0.001604,5e-06
40,1.805636,0.001624,0.001624,0.001624,0.001624,0.166934,0.16667,0.000541,0.993542,0.001624,4.5e-05
41,1.629116,0.041843,0.041843,0.041843,0.041843,0.166941,0.173318,0.013531,0.993519,0.041843,0.077353
42,1.502066,0.047244,0.047244,0.047244,0.047244,0.166937,0.174053,0.015199,0.993486,0.047244,0.087281
43,1.458416,0.01198,0.01198,0.01198,0.01198,0.166936,0.168405,0.003985,0.99354,0.01198,0.020543
44,1.390353,0.039017,0.039017,0.039017,0.039017,0.166943,0.172908,0.012651,0.993534,0.039017,0.072117
45,1.387771,0.041285,0.041285,0.041285,0.041285,0.166943,0.173274,0.013358,0.99353,0.041285,0.076321
46,1.222316,0.047221,0.047221,0.047221,0.047221,0.166936,0.174025,0.015192,0.993481,0.047221,0.087239
47,1.197617,0.069375,0.069375,0.069375,0.069375,0.166881,0.175198,0.021856,0.993142,0.069375,0.126936
48,1.304566,0.077598,0.077598,0.077598,0.077598,0.166876,0.175925,0.024259,0.993103,0.077598,0.141247
49,1.30542,0.063391,0.063391,0.063391,0.063391,0.166905,0.175348,0.020084,0.993282,0.063391,0.116372
50,1.290993,0.08722,0.08722,0.08722,0.08722,0.166862,0.176273,0.027024,0.993011,0.08722,0.157724
51,1.281026,0.072605,0.072605,0.072605,0.072605,0.166886,0.175759,0.022804,0.993163,0.072605,0.13258
52,1.122695,0.225803,0.225803,0.225803,0.225803,0.166548,0.171131,0.061966,0.991189,0.225803,0.366114
53,1.270156,0.102374,0.102374,0.102374,0.102374,0.166758,0.176848,0.03128,0.992386,0.102374,0.183075
54,1.271895,0.079186,0.079186,0.079186,0.079186,0.166899,0.177101,0.02472,0.993224,0.079186,0.143971
55,1.077495,0.242488,0.242488,0.242488,0.242488,0.16654,0.169134,0.065638,0.991162,0.242488,0.388053
56,0.994946,0.254864,0.254864,0.254864,0.254864,0.166493,0.163805,0.068287,0.990953,0.254864,0.403977
57,0.953242,0.210992,0.210992,0.210992,0.210992,0.166474,0.164348,0.0586,0.990828,0.210992,0.346213
58,0.825078,0.318863,0.318863,0.318863,0.318863,0.165794,0.138504,0.081103,0.987144,0.318863,0.481092
59,0.776873,0.419215,0.419215,0.419215,0.419215,0.165936,0.139136,0.09902,0.988045,0.419215,0.588016
60,0.631515,0.92583,0.92583,0.92583,0.92583,0.165818,0.160833,0.160578,0.987712,0.92583,0.955744
