true\pred,Benign,DoS,double,force-neutral,fuzzing,interval
Benign,0.000000,0.000000,0.000000,0.944201,0.000000,0.055799
DoS,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
double,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
force-neutral,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
fuzzing,0.000000,0.000000,0.000000,0.993375,0.000000,0.006625
interval,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
