true\pred,Benign,DoS,double,force-neutral,fuzzing,interval,rpm,rpm-accessory,speed
Benign,9715047,0,0,0,0,0,0,0,31985545
DoS,75692,0,0,0,0,0,0,0,69437
double,3518,0,0,0,0,0,0,0,8895
force-neutral,4313,0,0,0,0,0,0,0,1431
fuzzing,10159,0,0,0,0,0,0,0,57162
interval,5811,0,0,0,0,0,0,0,34731
rpm,1064,0,0,0,0,0,0,0,3979
rpm-accessory,68,0,0,0,0,0,0,0,3078
speed,1207,0,0,0,0,0,0,0,6264
